label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
A,0.0,0.0,0.0,-0.3210289180278778,-0.28172677755355835,-0.08815278112888336,-0.5602321028709412,-0.7833265066146851,-0.11922746896743774,-0.6884720325469971,-1.174665093421936,-0.15817245841026306,-0.8385475873947144,-1.4149314165115356,-0.1851506531238556,-0.31942933797836304,-1.0359305143356323,-0.0032075445633381605,-0.36291301250457764,-1.2577334642410278,-0.1607605367898941,-0.3621561527252197,-0.9238132834434509,-0.2609613835811615,-0.3561532497406006,-0.6402639746665955,-0.3008822798728943,-0.09169267117977142,-0.9957873821258545,-0.02718374878168106,-0.14711080491542816,-1.2186003923416138,-0.20264439284801483,-0.17084771394729614,-0.8248806595802307,-0.2596571445465088,-0.17230631411075592,-0.48716267943382263,-0.24821880459785461,0.13200390338897705,-0.9128657579421997,-0.07650803029537201,0.07718080282211304,-1.1127021312713623,-0.2525382936000824,0.027681617066264153,-0.7159708142280579,-0.21822036802768707,0.006400310900062323,-0.40604597330093384,-0.1378571093082428,0.35213544964790344,-0.792730450630188,-0.13132700324058533,0.2793505787849426,-0.9752034544944763,-0.2421036958694458,0.21760070323944092,-0.6852805614471436,-0.19018954038619995,0.19664718210697174,-0.46454739570617676,-0.11475874483585358
A,0.0,0.0,0.0,-0.33528584241867065,-0.2607966661453247,-0.09724989533424377,-0.564605176448822,-0.7703386545181274,-0.129103884100914,-0.6704341173171997,-1.1756465435028076,-0.1662890613079071,-0.8179491758346558,-1.4252769947052002,-0.1894085705280304,-0.347106009721756,-1.0324009656906128,-0.011380656622350216,-0.38881221413612366,-1.2249648571014404,-0.1797950714826584,-0.37205037474632263,-0.8800832033157349,-0.2871831953525543,-0.35961687564849854,-0.5771659016609192,-0.3272053897380829,-0.11412229388952255,-0.9934667348861694,-0.02977767027914524,-0.16953012347221375,-1.1861342191696167,-0.21248005330562592,-0.17116190493106842,-0.7910827398300171,-0.27053502202033997,-0.164297416806221,-0.4496597945690155,-0.25768330693244934,0.10770345479249954,-0.9075586795806885,-0.07494141906499863,0.05632207542657852,-1.0836949348449707,-0.25926095247268677,0.02349857985973358,-0.6878736615180969,-0.2278369814157486,0.0017388254636898637,-0.37555259466171265,-0.14702622592449188,0.3163544237613678,-0.7856080532073975,-0.12626422941684723,0.25239434838294983,-0.9549316763877869,-0.2469557821750641,0.19240663945674896,-0.659513533115387,-0.19834235310554504,0.16231954097747803,-0.4289577007293701,-0.12175389379262924
A,0.0,0.0,0.0,-0.31707021594047546,-0.24009659886360168,-0.09871794283390045,-0.5423255562782288,-0.7479808926582336,-0.13093800842761993,-0.650535523891449,-1.1436570882797241,-0.16572324931621552,-0.8028126358985901,-1.3887829780578613,-0.18874675035476685,-0.31319600343704224,-1.0222116708755493,-0.03186758980154991,-0.39021599292755127,-1.2137426137924194,-0.1957247406244278,-0.36741378903388977,-0.8665287494659424,-0.29322779178619385,-0.34775903820991516,-0.574381411075592,-0.3287102282047272,-0.0909765437245369,-0.9958530068397522,-0.048004455864429474,-0.17364035546779633,-1.1704771518707275,-0.2287168800830841,-0.17371508479118347,-0.7650056481361389,-0.27826738357543945,-0.16382914781570435,-0.43465298414230347,-0.2628794014453888,0.12637095153331757,-0.9197519421577454,-0.08977723121643066,0.0423104502260685,-1.084118366241455,-0.27258968353271484,0.017078887671232224,-0.670264482498169,-0.2358974665403366,0.011780938133597374,-0.3671868145465851,-0.15546837449073792,0.3388827443122864,-0.8112676739692688,-0.13744068145751953,0.23732739686965942,-0.947483479976654,-0.26261621713638306,0.19137567281723022,-0.6373967528343201,-0.21858613193035126,0.18841247260570526,-0.4295385181903839,-0.1472514122724533
A,0.0,0.0,0.0,-0.3229800760746002,-0.23795516788959503,-0.12099792808294296,-0.547744870185852,-0.7424765825271606,-0.1651422083377838,-0.6533649563789368,-1.1457693576812744,-0.2071150243282318,-0.8131123185157776,-1.3859695196151733,-0.23462434113025665,-0.3288764953613281,-1.0203849077224731,-0.062080804258584976,-0.38888269662857056,-1.19790780544281,-0.24782927334308624,-0.3560003936290741,-0.8406505584716797,-0.35587456822395325,-0.3327387273311615,-0.5473076701164246,-0.3965330719947815,-0.10745195299386978,-0.9942103028297424,-0.07201220095157623,-0.18769876658916473,-1.162339448928833,-0.27704960107803345,-0.17949514091014862,-0.758293092250824,-0.33435383439064026,-0.16002745926380157,-0.4374062120914459,-0.3220367729663849,0.11157990992069244,-0.9172806739807129,-0.10984431207180023,0.03113558702170849,-1.0666378736495972,-0.30992719531059265,0.006919603329151869,-0.6604154706001282,-0.2716796398162842,0.0031752153299748898,-0.36548659205436707,-0.1874207705259323,0.31925854086875916,-0.8102037906646729,-0.15638881921768188,0.22449612617492676,-0.9344927072525024,-0.28896453976631165,0.176092728972435,-0.6297715306282043,-0.24445997178554535,0.16878560185432434,-0.4278992712497711,-0.17144356667995453
A,0.0,0.0,0.0,-0.315487802028656,-0.23771856725215912,-0.1031683161854744,-0.5423581004142761,-0.7453986406326294,-0.137168750166893,-0.6520137190818787,-1.1440603733062744,-0.17215962707996368,-0.8064601421356201,-1.3841201066970825,-0.19282275438308716,-0.32851648330688477,-1.0130444765090942,-0.03602621704339981,-0.3912123739719391,-1.215418815612793,-0.20658349990844727,-0.3563041388988495,-0.8633958101272583,-0.30532413721084595,-0.32767313718795776,-0.5722916126251221,-0.3396768271923065,-0.10141746699810028,-0.9948439598083496,-0.050189003348350525,-0.17280225455760956,-1.1739459037780762,-0.2333877831697464,-0.16296231746673584,-0.7713131904602051,-0.28241369128227234,-0.1500905156135559,-0.4538257420063019,-0.2666838765144348,0.12036309391260147,-0.9267216920852661,-0.09067113697528839,0.042490579187870026,-1.0772417783737183,-0.2697867155075073,0.02039319835603237,-0.6716611385345459,-0.22887304425239563,0.011788438074290752,-0.37859824299812317,-0.1470067799091339,0.33622539043426514,-0.8260517716407776,-0.13866573572158813,0.24397118389606476,-0.9477032423019409,-0.2536368668079376,0.19135436415672302,-0.6419828534126282,-0.20460540056228638,0.17453816533088684,-0.4362574517726898,-0.13168872892856598
A,0.0,0.0,0.0,-0.3156006634235382,-0.2272082418203354,-0.1077054888010025,-0.5391757488250732,-0.7391741871833801,-0.144728884100914,-0.6458083391189575,-1.146153450012207,-0.18200857937335968,-0.8052793145179749,-1.3860470056533813,-0.20602834224700928,-0.31938666105270386,-1.0141223669052124,-0.04608342424035072,-0.38376569747924805,-1.202553391456604,-0.21937908232212067,-0.3530806005001068,-0.8497265577316284,-0.32297855615615845,-0.3272651433944702,-0.5507431030273438,-0.3619595468044281,-0.09780076891183853,-0.9952059984207153,-0.05860449746251106,-0.18013153970241547,-1.1585885286331177,-0.24066109955310822,-0.16845108568668365,-0.754574716091156,-0.2894308865070343,-0.145480215549469,-0.4310879111289978,-0.2757936418056488,0.12176696956157684,-0.9247797727584839,-0.09813445061445236,0.03947099670767784,-1.0669108629226685,-0.27661433815956116,0.017858920618891716,-0.6634621620178223,-0.23430614173412323,0.016888683661818504,-0.367368221282959,-0.1529175192117691,0.3360777795314789,-0.821660041809082,-0.14589180052280426,0.23884157836437225,-0.9479545950889587,-0.26221227645874023,0.1884857416152954,-0.6454929113388062,-0.21369417011737823,0.17932181060314178,-0.4388306140899658,-0.14173030853271484
A,0.0,0.0,0.0,-0.3279839754104614,-0.2375907599925995,-0.10450924932956696,-0.5550505518913269,-0.737403392791748,-0.14019787311553955,-0.6632581949234009,-1.14047110080719,-0.177194282412529,-0.8233203291893005,-1.3778282403945923,-0.19907908141613007,-0.349845290184021,-1.010615348815918,-0.036817438900470734,-0.4231276214122772,-1.2149806022644043,-0.2121904343366623,-0.37977659702301025,-0.8683141469955444,-0.31344518065452576,-0.34749913215637207,-0.5801922678947449,-0.3486846089363098,-0.1219571903347969,-0.9925353527069092,-0.05074986070394516,-0.20624618232250214,-1.1620550155639648,-0.24351096153259277,-0.18401317298412323,-0.7696325182914734,-0.298868328332901,-0.16480790078639984,-0.45850706100463867,-0.28708404302597046,0.102109394967556,-0.92488694190979,-0.09116491675376892,0.012765113264322281,-1.0650254487991333,-0.27731359004974365,0.003873214591294527,-0.6664380431175232,-0.23989978432655334,0.003600223222747445,-0.37540796399116516,-0.15957383811473846,0.318518728017807,-0.825590968132019,-0.13936319947242737,0.2223283350467682,-0.9513609409332275,-0.2595316171646118,0.17314229905605316,-0.6456771492958069,-0.2139544039964676,0.1580704003572464,-0.4353589117527008,-0.1427433341741562
A,0.0,0.0,0.0,-0.32494139671325684,-0.23249194025993347,-0.1051793172955513,-0.5539164543151855,-0.7389882802963257,-0.13767258822917938,-0.661081850528717,-1.145989179611206,-0.1704937219619751,-0.8176453113555908,-1.3877493143081665,-0.18824483454227448,-0.3380194902420044,-1.0086939334869385,-0.04237351939082146,-0.41377750039100647,-1.2025494575500488,-0.2077622264623642,-0.37795495986938477,-0.846274733543396,-0.30335983633995056,-0.3503505289554596,-0.5471963286399841,-0.3384571969509125,-0.11626157909631729,-0.9932186007499695,-0.05447773635387421,-0.2092871218919754,-1.1560626029968262,-0.2338763326406479,-0.19185110926628113,-0.7575414776802063,-0.2818637490272522,-0.16750012338161469,-0.4410420060157776,-0.2696056067943573,0.10216399282217026,-0.9263784885406494,-0.09267089515924454,0.010913065634667873,-1.0695749521255493,-0.2691580355167389,-0.003969062585383654,-0.6707945466041565,-0.22666555643081665,-0.003594468580558896,-0.3773213028907776,-0.1469290852546692,0.3113933801651001,-0.8248085379600525,-0.13904014229774475,0.21673914790153503,-0.9496445059776306,-0.25667107105255127,0.1680283546447754,-0.6476762294769287,-0.20994800329208374,0.15347230434417725,-0.43973150849342346,-0.1401447355747223
A,0.0,0.0,0.0,-0.3219529092311859,-0.227785125374794,-0.1107720136642456,-0.5525524616241455,-0.7393656373023987,-0.14691276848316193,-0.662932276725769,-1.1530836820602417,-0.18187691271305084,-0.8216719031333923,-1.399320363998413,-0.20130561292171478,-0.33786606788635254,-1.0084906816482544,-0.05374374985694885,-0.4072043001651764,-1.2152408361434937,-0.22158746421337128,-0.37080076336860657,-0.8535162806510925,-0.315887451171875,-0.3436858654022217,-0.5537383556365967,-0.34962981939315796,-0.11306880414485931,-0.9935871362686157,-0.06390548497438431,-0.19742052257061005,-1.1664713621139526,-0.24508127570152283,-0.18191586434841156,-0.7598870396614075,-0.2905072271823883,-0.16091902554035187,-0.4383811950683594,-0.27554044127464294,0.10822946578264236,-0.9261752367019653,-0.1002219021320343,0.0239424891769886,-1.0741806030273438,-0.27977582812309265,0.007137686479836702,-0.6664779186248779,-0.2353372424840927,0.0044280756264925,-0.36964187026023865,-0.15296393632888794,0.3211989402770996,-0.8247770667076111,-0.14463400840759277,0.23086750507354736,-0.9508354067802429,-0.2633008062839508,0.18191346526145935,-0.6455819010734558,-0.21513503789901733,0.16652807593345642,-0.4381774365901947,-0.14382699131965637
A,0.0,0.0,0.0,-0.3151862323284149,-0.22523297369480133,-0.09669221937656403,-0.5375595688819885,-0.7077845931053162,-0.12791654467582703,-0.6469022631645203,-1.0904541015625,-0.1612413078546524,-0.8010521531105042,-1.3202197551727295,-0.18098784983158112,-0.3403342366218567,-1.002809762954712,-0.02668944001197815,-0.4249283969402313,-1.1538927555084229,-0.19979096949100494,-0.38120219111442566,-0.8178087472915649,-0.304745078086853,-0.3469144403934479,-0.5393296480178833,-0.3429531157016754,-0.12307486683130264,-0.9923973679542542,-0.04203188419342041,-0.21560120582580566,-1.110406756401062,-0.22564060986042023,-0.19062267243862152,-0.7301538586616516,-0.28053954243659973,-0.1682034730911255,-0.43036288022994995,-0.27074313163757324,0.09412908554077148,-0.9300951957702637,-0.08371225744485855,-0.00044633171637542546,-1.0116084814071655,-0.25798141956329346,-0.004032559227198362,-0.6283658146858215,-0.2225366234779358,0.0004986419226042926,-0.3547481298446655,-0.14724138379096985,0.3045956492424011,-0.8328128457069397,-0.13358637690544128,0.2014922946691513,-0.9065830707550049,-0.24377243220806122,0.16101333498954773,-0.6115367412567139,-0.1997128278017044,0.15576216578483582,-0.4202442169189453,-0.13168999552726746
A,0.0,0.0,0.0,-0.32455071806907654,-0.21749776601791382,-0.11292798817157745,-0.5579267740249634,-0.7297407388687134,-0.149139866232872,-0.6707824468612671,-1.1392687559127808,-0.18405120074748993,-0.8305729627609253,-1.3878861665725708,-0.20319746434688568,-0.3586045503616333,-1.0038306713104248,-0.05383582413196564,-0.43207645416259766,-1.209152340888977,-0.22955887019634247,-0.39005419611930847,-0.8489697575569153,-0.3288101255893707,-0.35695555806159973,-0.5463416576385498,-0.3638070821762085,-0.1332715004682541,-0.991079568862915,-0.06485282629728317,-0.22418369352817535,-1.1668375730514526,-0.25415322184562683,-0.20004725456237793,-0.7621704936027527,-0.3025163412094116,-0.17024151980876923,-0.4431068003177643,-0.28707271814346313,0.0906682014465332,-0.9271485209465027,-0.10327256470918655,0.0025527491234242916,-1.0672754049301147,-0.2889728844165802,-0.0050542522221803665,-0.6617275476455688,-0.24585238099098206,-0.00048221054021269083,-0.3692436218261719,-0.16256575286388397,0.3066127896308899,-0.8316500186920166,-0.15031494200229645,0.20885872840881348,-0.9490731358528137,-0.2730936110019684,0.1692839413881302,-0.642065167427063,-0.22651995718479156,0.1623183786869049,-0.4377221465110779,-0.15509934723377228
A,0.0,0.0,0.0,-0.30475571751594543,-0.19849786162376404,-0.10629033297300339,-0.5217539668083191,-0.6718575954437256,-0.1358577162027359,-0.6277958750724792,-1.041141390800476,-0.16345931589603424,-0.779413640499115,-1.2608329057693481,-0.17637109756469727,-0.32611367106437683,-0.9891989827156067,-0.03696051985025406,-0.4177285432815552,-1.0916434526443481,-0.2043316811323166,-0.36475786566734314,-0.7590155005455017,-0.30536583065986633,-0.32255232334136963,-0.48605865240097046,-0.3428892195224762,-0.11664550751447678,-0.9931735992431641,-0.04383446276187897,-0.2194838672876358,-1.0556367635726929,-0.221856489777565,-0.1872342824935913,-0.6841791272163391,-0.2737007737159729,-0.15749475359916687,-0.39070987701416016,-0.26408296823501587,0.09126309305429459,-0.9377732276916504,-0.07748240977525711,-0.007858723402023315,-0.9612264037132263,-0.2479063868522644,-0.009459610097110271,-0.587376058101654,-0.21559229493141174,-0.004233327694237232,-0.3176719546318054,-0.14448145031929016,0.290020614862442,-0.8414441347122192,-0.12080726772546768,0.18721365928649902,-0.8553959131240845,-0.2331944853067398,0.14662575721740723,-0.563747763633728,-0.19793611764907837,0.1379241794347763,-0.3751233220100403,-0.1369379162788391
